!	!; Oh; ah; alas; exclamation mark; oh
accettare	I accept; accept; accepted; accepts; dear; to accept; welcomes; would accept
accettollo	he accepted it
acchetare	calms down; to appease; to quiet
acchetato	calmed
accheto	settles
acciaio	steel
Acciaiuoli	Acciaiuoli (family name)
acciar	steel
acciare	So that; so that; steel
acciaro	steel
accidente	accident; accidents; event; events
acciecare	blinds; to blind
accingere	girded
accinto	ready
acciò	so that
accoccare	tricks
accoggiare	I gather
accoglienza	reception; welcome; welcomes
accogliere	gathered; welcomed; welcomes
accolto	Accolti
accommodato	furnished
accompagnare	accompanied; accompanies; accompany; may accompany; to accompany
accompagnoglare	accompanied her
accompagnollo	accompanied him
acconcere	adjust; arranged
acconciare	adjusts; arranges; ready; they prepare; to prepare
acconcio	arranged; fit; prepared; suitable
acconciollare	prepared it
accoppiare	gathers together; joins; paired; pairing; to pair; to pair up
accoppiata	paired
accoppiato	paired
accora	to gather
accorare	grieves; will grieve
accordare	agreed; agrees; harmonizing; reconciles; they agreed; to agree; to reconcile
accordo	agreement; agreements; reconciles
accorgere	aware; became aware; clever; noticed; notices; realize; realized; shrewd; skillful; warned
accorrere	I noticed; I run; gather; hurried; noticed; ran up; realized; runs; rushes; they noticed; was running together
accortamente	shrewdly; skillfully; wisely
accortezza	shrewdness
accorto	aware; clever; heedful; shrewd; skilled; wise
accostare	approached; approaches; approaching; close by; moved closer; near; they approached; to approach
accosto	approach
accozzare	they met; to clash; to clash with him
accrebre	increased
accrescare	may increase
accrescere	increase; increased; increases; increasing; to increase; will increase
accusa	accusation; accusations; accuses
accusare	accused; accuses; accusing; to accuse; was accusing
accusator	accuser
accusatore	accuser; accusers
acerbio	unripe
acerbo	bitter; fierce; harsh; unripe; young
Acheronte	Acheron
achetare	calms; quieted; to quiet
Achille	Achilles
aco	needle
acqua	Water; water; waters
Acquamorta	Acquamorta; Acquamorta (place name); Acquamorta (proper noun, place name)
acquetare	calmed
acquistare	acquire; acquired; acquires; acquiring; gains; to acquire; to gain; will acquire
acquistere	would acquire
acquisto	acquires; acquisition; conquest; gain; gains
acro	bitter; harsh; steep
Acrocerauno	Acroceraunian
acuto	high-pitched note; sharp; shrill
Ada	Adda
adagiare	having accommodated; settles down; slowly
adagio	slowly
Adam	Adam
adamantino	adamantine
Adamo	Adam
adattare	adapted; adapts; fits; to adapt
adattollare	he fitted it
addire	points to
additare	pointing at; pointing out
addolorare	grieving
addolorato	grieved; grieving
addormentare	falls asleep; fell asleep
addormentato	asleep
addormentosse	fell asleep
addosso	at him; on; on (you); on him
addurre	brings
adeguare	equaled; equals; matches
adeguato	leveled
adeguire	you equal
adempiare	may be fulfilled
adempiere	fulfills
adentro	inside
adescare	lured
Adice	Adige (the river)
adietro	before; behind
adirare	angry
adire	gets angry; grows angry; they get angry
adito	access; opportunity
adiutrice	helper
adizza	provokes
adizzare	spurs
Adoardo	Adoardo
adocchiare	catches sight of; eyes; they noticed each other
adombrare	embody; frightens; shaded; shadows; to shade
adombro	shades
adonco	hooked
Adone	Adonis
Adonio	Adonio; Adonis; Adonis's; Adonius
adoperare	to use; used
adoprare	I used; employs; exerts himself; is used; to use; use; uses
adoprarme	to use myself
adoprire	use; uses
adorare	I adore; adores; is worshiped; to worship; worship; worshipped; worships; you worship
adormentosso	fell asleep
adorna	adorned
adornamento	adornment
adornare	adorned; adorns; adorns herself; ornate; to adorn; will adorn; you adorn
adorno	adorned; adorns; ornate
adossare	on; on (him/her); on top of; onto; onto oneself; upon; upon him
adosso	off (of); on; on top of; onto; upon
Adria	Adria; the Adriatic (Sea)
Adriano	Hadrian
Adrianopoli	Adrianople
adro	dark
adugna	seizes with its talons
adulatore	flatterers; flattering
adulazion	flattery
adulazione	flatteries
adulter	adulterer
adulterare	committed adultery
adultere	adulterer; adulterers
adulterio	adultery
adultero	adulterer
adulto	adults
adunare	gathered; gathers
adunato	gathered
adunazion	assembly
adunco	hooked
aduneria	would gather
adunque	Therefore; then; therefore
adusto	sunburned
aer	air; airs
aera	air
aeron	heron
affabil	affable
affabile	affable
affacciare	appears; to show oneself
affamato	famished
affannare	exerts oneself; straining; struggles; troubles
affannato	breathless
affanno	anguish; anxiety; distress; effort; hardship; hardships; struggle; suffering; troubles; worries
affar	business
affare	anguish; grief; worry
affatato	enchanted
affaticare	I tire; I wearied myself; I would tire myself; exerts oneself; strives; they tire themselves; tired; to tire; to tire oneself; was exhausting himself; wearies; wearies herself; works hard
affaticarme	to tire me
affaticato	tired; wearied
affaticosso	he tired himself
affatto	at all; completely; entirely
affermare	affirm; affirmed; affirming; affirms; assert; asserted; to affirm
afferrare	grabs; seizes
affetto	affection; affections; emotions; feelings
affettuoso	affectionate
affezion	affection
affezione	affection
affigere	affixes
affiggere	fixed
affinare	to refine
affinità	affinity; kinship
affinitade	affinity
affissare	fixing; to fix
affligare	torments herself
affligere	afflicts
affliggere	I afflict; afflicted; afflicts; afflicts herself; to afflict; torments; torments herself; torments oneself
afflisso	afflicted; afflicted himself
afflitto	afflicted; afflicted one
afflizion	affliction
affocato	burning
affogare	drowned; drowning; drowns; to drown
affogato	drowned
affondare	sinks
affondere	floods
affranto	broken
affrappa	snatches
affrappare	grabs
affrappo	slashes
affrena	restrains
affrettare	I hurried; hastens; hurried; hurries; hurry; hurrying; to hurry; was hurrying
affrettato	hurries
affrontare	attacks; confronts; confronts himself; to face; would confront
affumicato	smoked; smoky
Afranio	Afranius
Afri	Africans
Africa	Africa
African	African; Africans
africane	Africans
Africani	Africans; of the Africans
africano	African
Afriche	Africas
Afro	African
Agamennòn	Agamemnon
Aganippe	Aganippe
age	comforts
agenoreo	of Agenor
agevol	favorable
agevolare	facilitated; to make easier
agevolezza	ease
agevolmente	easily
aggelare	to freeze
agghiacciare	chilled; chills; freeze; freezes
agghiacciato	chilled
aggiacciare	freezes
aggiare	has; may find itself; may frighten
aggio	I have; I have it; have
aggiornato	dawns
aggiornere	dawns
aggirare	circles; circling; circulates; drives around; goes around; roams; surrounded; swirls; to turn around; torment; turned around; turning; turns; turns around; twirls; wandering; wanders; was moving around; was wandering; whirls; wields; winding around; winds
aggirato	having turned
aggire	to whirl
aggirosso	turned around
aggiugnare	will overtake; you add
aggiungere	Add; add; added; adding; adds; are joined; married; may add; strikes; to add; will add
aggiunta	addition
aggiunto	added
aggognare	craves
aggradare	pleases
aggradire	to please; to welcome
aggrafere	clings
aggrappare	clings
aggravare	weighs upon
aggravata	burdened
aggrevare	weighs down; you burden yourself
agguagliare	equals
aghiacciato	frozen
agi	comforts
agiatamente	comfortably
agiato	comfortable
agil	agile
agile	agile
Agilino	cruel
agio	comfort; convenience; ease; leisure; opportunity
agitare	tossed
agitato	agitated
agl	to the
Aglauro	Aglauros
agli	to the
agliare	to the
aglio	to the
agnel	lamb
agnella	ewe lamb; ewe lambs; ewes; lamb; lambs
agnello	lamb
agnol	angel
agnusdeo	Agnus Dei
ago	needle; needles
agogna	longs
agognare	longs; longs for; yearns for
Agolante	Agolante; of Agolante
agone	contest
agosto	August
agrado	pleases
Agramante	Agramante
Agricalte	Agricalte
Agrican	Agrican; Agrican (proper name of a king)
Agricane	Agricane; Agricane's
agricultore	farmer; farmers
Agringento	Agrigento
Agrippa	Agrippa's
Agrismonte	Agrismonte; Agrismonte (a proper name, the name of a castle)
agroppo	entangles
aguagliare	equaled; to equal
aguato	ambush; ambushes
aguzza	sharp
aguzzare	sharpens; to sharpen
aguzzo	sharp
ah	Ah; ah; alas
ahi	alas
ahimè	Alas; alas
Ai	To the
Aistulfo	Aistulf
aita	aid; help
aitare	help; helps; to help; would help
aitire	aids; help; helps; may help
aito	help
aiuta	he helps
aiutante	helpful
aiutare	help; helped; helping; helps; may help; to help; to help you; was helping; were helping
aiuto	aid; help; helps
aiutollo	helped him
ala	wing; wings
alabastrino	alabaster
alabastro	alabaster; alabasters
alaccia	wings
Alaman	Alaman
Alamanni	Germans
alano	Mastiff
Alardo	Alardo
alato	winged
alba	dawn
Albaiada	Albaiada
Albania	Albania
albergare	dwells; harbored; harbors; lodged; lodges; to lodge
albergo	dwelling; hotel; inn; inns; lodging; shelter
albero	tree; trees
Albertazzo	Albertazzo
Alberti	Alberti
Alberto	Albert
Albino	Albino
Albione	Albion
albitrio	will
albore	dawn; dawns
Albracca	Albracca
Alcabrun	Alcabrun
Alceste	Alcestis
alchimia	alchemy
alchimista	alchemists
Alchino	Alchino
Alcide	Alcides; Alcides (Hercules); Hercules
Alcina	Alcina; Alcina (a sorceress in Ariosto's Orlando Furioso); Alcina's
Alcione	halcyon
Alcorano	Quran
alcuno	Some; a certain; any; anyone; no one; other; some; someone
Alda	Alda
Aldabella	Aldabella
Aldigier	Aldigier
Aldigiero	Aldigiero
Aldrobandin	Aldrobandin
Aldrobandino	Aldobrandino
ale	of wings; wings
Alemagna	Germany
Alemanni	Alemanni
alemanno	German
Aleppe	Aleppo
Aleria	Aleria
Alessandra	Alessandra
Alessandri	Alexanders
Alessandria	Alexandria
Alessandro	Alexander
alfana	mare
alfano	mare
Alfeo	Alpheus
Alfonsi	Alfonsi
Alfonsin	Alfonsin
Alfonso	Alfonso
Algarbi	Algarves
Algazera	Algazera; Algiers
Algazeri	Algazeri
Algier	Algiers
Algiere	Algiers; of Algiers
Algieri	Algiers
alienare	alienating
aligero	winged
alimento	food; foods
alito	breath
alla	at the; to the
allacciare	binds; bound; fastened; laces; ties; to fasten; to tie
allare	beside; beside her
allargare	having been widened; to give free rein; we moved away
allargusso	spread out
allato	alongside; beside
alle	to the
allega	may allege
allegare	to adduce
alleggierire	to alleviate; to lighten
allegramente	cheerfully
allegrare	might rejoice; rejoiced; rejoices; they rejoice; to rejoice
allegrezza	joy; joys
allegro	cheerful; rejoice; rejoices
allegrosso	rejoiced
allentare	loosening; loosens; to loosen
allessandrino	Alexandrian
allettare	entices; lures
allevare	raised
alleverian	would raise
alleviare	to relieve
alli	to the
allo	at the; to the; within the
alloggiamento	camp; lodging; lodgings; quarters
alloggiare	lodged; lodges; lodging; they lodge; to lodge
alloggio	dwells; lodges
alloggiosso	lodged
allontanare	distanced; distances; moves away; removed; to move away; to remove
allontare	distance
allor	Then; laurel; then
allora	Then; then
allorare	then
alloro	laurel; laurels
allosingommi	coaxed
allotta	then
allottare	then
allumare	lights up; lit
alma	Soul; life-giving; nourishing; soul; souls
almanco	at least
Almansilla	Almansilla
almen	At least; at least
almeno	at least
Almeria	Almeria; Almería
almiraglio	admiral
almo	life-giving; nourishing; soul
Almonio	Almonio; Almonio (a proper name); Almonio (proper name)
Almonte	Almonte; of Almonte
alor	then
alora	then
Alpe	Alps; mountain
alpestra	alpine; mountain
alpestre	alpine; mountainous
alpestro	mountainous; rocky
Alpi	Alps
alpino	Alpine; alpine
alquante	some
alquanto	somewhat
Altafoglia	Altafoglia
altamente	highly
altar	altar
altare	altar
Altaripa	Altaripa; High bank; High-bank
Altariva	High Bank; Highbank
altaro	altars
Alteo	Alteus
alterazion	alteration
alterezza	haughtiness
alternamente	alternately
alternare	alternate; alternation
altezza	Highness; height
altier	haughty; proud; proudly
altiera	haughty; proud
altiere	proud; proudly
altiero	haughty; lofty; proud
alto	High; deep; deeply; elevated; great; halt; high; lofty; loud; most high; noble; tall; the open sea; very high
altramente	otherwise
altretante	as many; as many more; as many others
altretanto	as many; as many more; as much; equally; just as much; likewise
altrimente	Otherwise; otherwise
altrimenti	otherwise
altritante	as many others
altro	Other; Others; Some; another; another (feminine); anyone else; anything else; different; else; next; other; other (feminine plural); other (feminine); other (masculine plural); other (plural); other times; others; others'; someone else; the latter; the other; the other (feminine); the other (one); the others
altronde	elsewhere; from elsewhere
altrove	Elsewhere; elsewhere
altrui	another's; of another; of others; others; others'; others' (of other people); to others
altruo	others'
Alvaracchie	Alvaracchie
alvo	bowels; womb
alzare	lifted; raise; raised; raises; raising; rises; to lift; to raise; to rise
alzarso	to rise
alzato	raised
Alzerbe	Alzerbe; of Algiers; of Alzerbe
alzerire	would rise
Alzirdo	Alzirdo
alzossare	raised
amabil	lovable
amabile	lovable
amaccare	bruised
Amaltea	Amalthea
Amanio	Amanio
amante	Lover; lover; lovers
amaramente	bitterly
amarante	amaranths
amare	I love; I loved; beloved; bitter; he loved; hook; hooks; love; loved; loves; loving; may love; might love; most bitter; to be loved; to love; to love her; we love; you love
amareggiare	embittering; to embitter
amarezza	bitterness
Amarilli	Amaryllis
amarme	to love me
amaro	bitter; loved
amartire	to love you
amasto	loved
amato	beloved; loved
amator	lover
amatore	lover; lovers
amavare	they loved
amazza	kill; kills
amba	both
Ambaldo	Ambaldo
ambascia	anguish; distress; effort; sorrow
ambasciata	message
ambe	both
ambedue	both
ambeduo	both; both of them
ambi	both
ambiduo	both; of both
ambio	Both; amble; both
ambizioso	ambitious
ambo	both
Ambra	Ambra (the river Amber, a tributary of the Ticino); amber
ambrosia	ambrosia
ame	loves
amendere	both
amendua	both; of both
amendue	both
Amendui	both
amenduo	both
amenissimo	most delightful
ameno	pleasant
amichevol	friendly
amicizia	friendship
Amiclee	Amyclaean
amico	accustomed; female friends; friend; friend (female); friend (feminine); friendly; friends
amistà	friendship
amistanza	friendship
ammaccare	bruises
ammaestrare	instructed; teaching
ammettere	admits
ammirare	admire; admires; marvels
ammirazione	admiration; wonder
ammire	admires
Ammone	Ammon
ammonire	admonish; admonishes; to warn; warned; warns
ammorbare	poisons; to infect
ammorbo	might infect
ammorzare	extinguishes; to extinguish
amo	hook
amomo	amomum
Amon	Ammon; Amon; Amone; Amun; Hamon; of Amon; of Amone
Amone	Amon; Amone; Amone (Hamon, the father of the paladin Renaud and his brothers); Amone (a proper name, referring to a person, likely the father of the mentioned characters); Hamon; of Amon
Amonia	Ammonia
Amor	Love
amore	Love; for the love; love; loves; of love
amorevole	loving
Amori	Loves
amorosa	loving
amoroso	amorous; in love; loving
amorza	extinguishes
amorzare	quenches
amostante	emir
ampiezza	breadth; width
ampla	ample
ample	ample; spacious
amplimo	ample
amplissimo	vast; very ample
amplo	ample; spacious; wide
ampolla	flask; vials
Analardo	Analardo
Anassarete	Anaxarete
ancare	also; nor; yet
ancella	handmaiden; maid
anche	also; hips
Anchise	Anchises
ancidere	kills
anco	again; also; even; still; yet
Ancona	Ancona
ancora	Although; Still; again; also; although; anchor; anchors; even; even if; even though; of them; still; too; yet
andare	Go; Goes; I go; I went; I will go; They go; are going; falls; gait; go; go (subjunctive present, 1st person plural); go (subjunctive); goes; going; gone; him; his walking; let's go; may go; may go away; might go; see; the walk; they go; they went; they will go; to go; to let go; walking; want; was going; we go; we went; we will go; went; went (subjunctive); went away; were going; will go; would go; would have gone; you want
andaro	they went
Andaron	they went
andas	I went
andassere	went
andata	departure; going
andere	makes himself
andiam	let's go
Andò	went
Andologia	Andalusia
andommo	went through me
andor	went
andrare	will go
Andrea	Andrew
Andria	Andria; would go
Androfilo	Androphilus
Andronica	Andronica
Andropono	Andropono
anete	dills
Anfriso	Anfriso
anga	torments
ange	torments
angel	Angel; angel; angels
Angela	Angela
Angelica	Angelica; Angelica (proper name); Angelica's; angelic
angelice	angelic
angelico	angelic
Angeliero	Angeliero
Angelini	Angelinis
angelo	angel; angels
angere	chokes; torments
Angiar	Angiar (proper name, likely a person's name; no standard English gloss)
Angioini	Angevins
Angioliero	Angeliero
Angiolino	little angel
Anglante	Anglante; of Anglante; of England
anglo	English
angonia	anguish
angoscia	Anguish; anguish; anguishes
angua	snake
angusto	narrow
anima	soul; souls
animal	animal
animale	animal; animals
animante	animals
animare	encouraging
animo	courage; courageous; mind; minds; soul; spirit; spirits
animoi	animals
animosa	spirited
animosamente	courageously
animosi	courageous; spirited
animosità	spiritedness
animoso	brave; courageous; spirited
anitra	duck
anitrire	neighing; to neigh; whinnies
Anna	Anna
annare	Namo; Namo (a personal name, referring to Namo, likely a character); Namo (proper name, Namo)
annasa	sniffs
annegare	to drown
annel	of the ring; ring; the ring
annellare	rings
annelletto	little ring
annello	ring
Annibal	Hannibal
Anniballe	Hannibal
annidare	nests
anniegare	drowns
anno	annoys; year; years
annoare	annoy; annoys; bore
annodare	ties; ties up; was tying; would tie
annodato	tied up
annoiare	annoys; might bore
annottare	it grows dark
annoverare	to count
annunzare	announcement
annunziare	announced
annunzio	announcement
Anselmo	Anselm; Anselmo
Antartico	Antarctic
antenna	jousting lances; lance; lances; masts; pennons; poles; spars; yard
Antenòr	Antenor
Anteo	Antaeus
antepor	to put before
anteporre	to place before
anteporsa	to place before
anteriore	front
antico	ancient; former; old
antiguardia	vanguard
Antiochia	Antioch
antiqua	ancient
antiquamente	anciently; in ancient times
antiquità	antiquity
antiquo	ancient; ancient (people); ancient ones; most ancient; old
antivedere	foresaw
antiveggiare	foresee
Anton	Anton
Antona	Antona
Antonino	Antoninus
Antonio	Anthony; Antonio; Antony
antro	cave; caves
Antropofàgo	man-eater
Anubide	Anubis
Anversa	Antwerp
anzi	Indeed; On the contrary; Rather; indeed; on the contrary; rather
aonio	Aonian
Apamia	Apamea
apare	before
ape	bee
Apelle	Apelles
Apenin	Apennines
Apenino	Apennine
Apennin	Apennine; Apennines
Apennino	Apennine; Apennines
aperdere	opened
apergere	opened
aperso	opened
apertamente	openly
aperto	open; opened; openly; revealed
apo	with
Apocalisse	Apocalypse
Apolline	Apollo
apollineo	Apollonian
Apollo	Apollo
Apollodoro	Apollodorus
apostol	apostle
apostolico	Apostolic
apostolo	apostle
appagare	satisfied; satisfies; to satisfy
appaionere	appear
apparato	apparatus
apparecchiare	is being prepared; is preparing; prepare; prepared; prepares; to prepare; was preparing
apparecchiato	prepared
apparecchio	I prepare; equipment; is prepared; preparation; prepares
apparecchiòse	was prepared
apparecchiosso	was prepared
apparechiare	are prepared; prepared; prepares; was preparing
apparechiato	prepared
apparechiavare	were preparing
apparente	apparent
apparenza	appearance; appearances
apparere	to appear
apparire	appear; appearance; appeared; appearing; appears; stops; the appearance; the appearing; to appear; to make appear; will appear
appartenere	belonged
appella	calls; challenges
appellare	appeals; calls; calls herself; calls himself
appellarme	to appeal against it
appendere	hanged; hanging; hangs; hung; may hang
appertenere	concerns; pertain
appertiense	belong
appertinente	pertaining
appetito	appetite; liking
appiattare	hid; hidden; hides
appiatto	hides
appiccare	attaches
appigliare	I cling; clings; would seize
applare	I applaud
applaudare	applauds
applaudire	applauds
appo	compared to; with
appoggiare	leaning; leans; placed
apporre	I guess; guesses; may guess; to be mistaken
apportare	bring; brings; brought; may bring; would bring
apporto	brings
apposta	aims; on purpose
apposto	guessed
appostollare	she spied her
apprendere	clings; clung; learn; learned; learns; may learn
appresentare	I present; appear; appears; present; present themselves; present yourself; presented; presented herself; presented himself; presents; presents herself; presents himself; presents oneself; to present; to present themselves
appresento	present
appresentoss	presented himself
Appresentossi	presented himself
appressare	approach; approached; approaches; to approach
appresso	After; Besides; Near; Next to; after; afterward; afterwards; approach; approached; before; behind; beside; besides; close; close by; close to; closely; closer; following; from near; later; near; nearby; nearer; next; next to; then; thereupon; with him
apprezzare	appreciate; appreciated; appreciates; is appreciated; values
appropinquare	to approach
appropinquo	approached
appropinquogle	approached
appropriato	appropriate; suitable
approssimare	approaching; to approach
approvare	approve
appuntare	noting
appunto	exactly
apresso	then
aprezza	values
apriare	they were opening
aprica	sunny
aprico	sunny
apridere	opened yourself
april	of April
aprile	April
aprillare	opened it
aprire	I will open; may open; open; opened; opening; opens; revealed; to open; to open to me; will open; would have opened
Apulia	Apulia
aquila	eagle; eagles; eagles'
Aquilante	Aquilante; Aquilante (proper name); Aquilante (proper name, one of the two brothers)
aquilone	north wind
Aquisgrana	Aachen
aquitano	Aquitanian; of the Aquitanians
ar	Arles; the
arabesco	Arabic
Arabi	Arabs
Arabia	Arabia
arabico	Arabic
Aracne	Arachne
Aragon	Aragon
Aragona	Aragon
Aragone	Aragon
araldo	herald
Aramon	Aramon
Aramone	Aramone
arancio	orange trees
arare	to plow
aratore	plowman
aratro	plow; plows
Arbante	Arbante; Arbante (proper name of a person); his Arbante
Arbia	Arbia
arbitrio	arbitration; discretion; judgment; will
arbor	mast; tree
arbore	mast; masts; of trees; tree; trees
arbuscel	small tree
arbuscello	bushes; little tree; shrubs; small tree
arca	ark; chest
arcangelo	archangel
Archidante	Archidante
Archita	Archytas
architetto	architect
architettura	architecture
arcier	archer; the Archer
arciero	archers
arcion	saddle; saddlebow; saddlebows
arcione	saddlebow; saddlebows
arcivesco	archbishop
arco	arch; arches; bow; bows
arcobugio	arquebus
arda	burn; burns
Ardalico	Ardalico
ardare	burn; burns; may burn; they will burn; will burn
arde	burns
Ardenna	Ardennes; of Ardennes
ardente	burning
ardeo	was burning
arder	to burn
ardere	arms; burned; burning; burns; dared; to burn; was burning
ardessa	burned
ardia	dared
ardian	dared
ardiare	dared
ardimento	boldness
ardir	boldness; daring
ardire	I dare; boldness; courage; dare (imperative); dared; dares; daring; may dare; would dare
ardisco	I dare
arditamente	boldly
ardito	bold; daring
ardon	burn
ardor	ardor; heat
ardore	ardor; heat; passion
are	Arles
arebbondere	would have moved
Arelio	Arelio
arena	arena; beach; sand; shore
arene	sands
arenoso	sandy
aretin	of Arezzo
Aretino	Aretine
Aretusa	Arethusa
Argalia	Argalia; Argalia (a proper name); Argalià
Arganio	Arganio; Arganio (a proper name)
argano	winch
Argenta	Argenta
argente	silver objects
argento	quicksilver; silver
Argeo	Argaeus; Argeo; Argeus; Argo; Argus
Argia	Argia; Argia (a proper name, likely referring to a character, possibly meaning 'the Argive woman' or simply used as a name); Argia (proper name)
Argilon	Argilon; Argilon (a proper name)
argine	banks; embankment; embankments
argivare	Greek
Argivi	Argives
Argo	Argos; Argus
argomentare	argues
Argonauti	Argonauts
Argosto	Argosto
argumento	argument; arguments; means; proof; scheme
arguto	sharp; shrill
aria	air
arido	dry
arieto	battering rams
Ariman	Ariman
Arimanno	Arimannus; Arimannus (a proper name)
Arimino	Rimini
Arindelia	of Arindelia
Ariodante	Ariodante
Arione	Arion
Ariosti	Ariostis
Arli	Arles; of Arles
arma	armor; arms; arms (himself); arms (weapons); of arms; to arm me; weapon; weapon(s); weapons
Armano	Armano
armare	armed; armed (himself); armed men; armed themselves; to arm; to arm oneself; was arming; was arming himself
armata	armed; armed force; army; fleet
armato	Armed; armed; armed men; armored
armatura	armor
armeggiare	to joust
Armelina	Armelina
armelino	ermine
armellino	ermine
Armeni	Armenians
Armenia	Armenia
Armeniaco	Armenian
armeno	Armenian
armento	herd; herds
armeriare	would arm themselves
armigere	armed
armollo	unloosed
armonia	harmony
armossa	armed himself
Armossene	he armed himself with it
Armossi	He armed himself
armosso	armed himself
armuovere	armed herself
Arnaldo	Arnald
arnese	armor; attire; equipment; gear; harness
arneso	accoutrements; equipment; gear
Arno	Arno (the river)
Arnolfo	Arnolfo
aroare	would have
Arpalice	Arpalice
arpe	harps
arpia	harpies
arpio	harpies
arrabbiare	grows angry; is enraged; is furious; may grow angry; rages; to become furious
arrabbiato	enraged; furious; rabid
arranda	hurls it
arrecare	bring; brings; brought; to bring
arrecastare	brought
arrecato	brought
arreco	I bring
arrendere	I bring; bring
arrestare	arrested; lowers; stopped; stopping; stops; to arrest; to stop; to stop it
arrestato	couched
arretrare	draws back; retreats
Arria	Arria
arricciare	bristled; to curl
arrida	may smile upon
arridare	smiles upon
àrridere	dry; smiled upon
arrido	arid; dry
arriocciosso	bristled
arriscare	dares; risks
arrischiare	risks
arriva	may arrive
arrivare	arrival; arrive; arrived; arrives; arriving; may reach; reaches; to arrive; to reach; was arriving; will arrive
arrivere	reaches
arrivo	arrives
arrogante	arrogant
arroganza	arrogance
arrogare	arrogates
Arroge	Add; add
arrosire	may blush
arrossire	blushed; blushes; to blush
arrostare	roasts
arruotere	whirls
arsa	burned
arser	burned
arsiccio	scorched; sun-scorched
arso	burned; burnt
arson	burned
arsura	heat
Artalico	Artalic
arte	art; artifice; arts; means; skill; skills; trick
artefice	artisan; craftsman
artefico	craftsmen
artegliaria	artillery
Artemia	Artemia
Artemisia	Artemisia
