tlg001:1.8	μάχεσθαι;	20	24	short-μάχ-long-εσθ-long-αι;	hemi2
tlg001:1.9	Λητοῦς	1	4	Λ-long-ητ-long-οῦς	hemi1
tlg001:1.9	καὶ	5	6	long-καὶ	hemi1	diaer2
tlg001:1.9	Διὸς	7	8	Δ-short-ι-short-ὸς	hemi1
tlg001:1.9	υἱός·	9	11	long-υἱ-short-ός	hemi1	diaer3
tlg001:1.9	ὃ	12	12	short-ὃ	hemi2	caesfem3
tlg001:1.9	γὰρ	13	14	long-γὰρ	hemi2
tlg001:1.9	βασιλῆϊ	15	19	short-βασ-short-ιλ-long-ῆ-short-ϊ	hemi2
tlg001:1.9	χολωθεὶς	20	24	short-χολ-long-ωθ-long-εὶς	hemi2
tlg001:1.10	νοῦσον	1	3	long-νοῦσ-short-ον	hemi1
tlg001:1.10	ἀνὰ	4	6	short-ἀν-long-ὰ	hemi1
tlg001:1.10	στρατὸν	7	8	στρ-short-ατ-short-ὸν	hemi1
tlg001:1.10	ὄρσε	9	11	long-ὄρσ-short-ε	hemi1	diaer3
tlg001:1.10	κακήν,	12	14	short-κακ-long-ήν	hemi2	caesfem3
tlg001:1.10	ὀλέκοντο	15	19	short-ὀλ-short-έκ-long-οντ-short-ο	hemi2
tlg001:1.10	δὲ	20	20	short-δὲ	hemi2
tlg001:1.10	λαοί,	21	24	long-λα-long-οί	hemi2	diaer6
tlg001:1.11	οὕνεκα	1	4	long-οὕν-short-εκ-short-α	hemi1
tlg001:1.11	τὸν	5	6	long-τὸν	hemi1	diaer2
tlg001:1.11	Χρύσην	7	10	Χρ-long-ύσ-long-ην	hemi1
tlg001:1.11	ἠτίμασεν	11	16	long-ἠτ-long-ίμ-short-ασ-short-εν	hemi2	caesmasc3
tlg001:1.11	ἀρητῆρα	17	24	long-ἀρ-long-ητ-long-ῆρ-long-α	hemi2	bucdiaer
tlg001:1.12	Ἀτρεΐδης·	1	6	long-Ἀτρ-short-ε-short-ΐδ-long-ης	hemi1
tlg001:1.12	ὃ	7	7	short-ὃ	hemi1
tlg001:1.12	γὰρ	8	8	short-γὰρ	hemi1
tlg001:1.12	ἦλθε	9	11	long-ἦλθ-short-ε	hemi1	diaer3
tlg001:1.12	θοὰς	12	14	short-θο-long-ὰς	hemi2	caesfem3
tlg001:1.12	ἐπὶ	15	16	short-ἐπ-short-ὶ	hemi2
tlg001:1.12	νῆας	17	19	long-νῆ-short-ας	hemi2	bucdiaer
tlg001:1.12	Ἀχαιῶν	20	24	short-Ἀχ-long-αι-long-ῶν	hemi2
tlg001:1.13	λυσόμενός	1	6	long-λυσ-short-όμ-short-εν-long-ός	hemi1
tlg001:1.13	τε	7	7	short-τε	hemi1
tlg001:1.13	θύγατρα	8	11	short-θύγ-long-ατρ-short-α	hemi1
tlg001:1.13	φέρων	12	14	short-φέρ-long-ων	hemi2	caesfem3
tlg001:1.13	τ’	15	15	τ’	hemi2
tlg001:1.13	ἀπερείσι’	15	19	short-ἀπ-short-ερ-long-είσ-short-ι’	hemi2
tlg001:1.13	ἄποινα,	20	24	short-ἄπ-long-οιν-long-α	hemi2
tlg001:1.14	στέμματ’	1	3	στ-long-έμμ-short-ατ’	hemi1
tlg001:1.14	ἔχων	4	6	short-ἔχ-long-ων	hemi1
tlg001:1.14	ἐν	7	8	long-ἐν	hemi1
tlg001:1.14	χερσὶν	9	11	long-χερσ-short-ὶν	hemi1	diaer3
tlg001:1.14	ἑκηβόλου	12	16	short-ἑκ-long-ηβ-short-όλ-short-ου	hemi2	caesfem3
tlg001:1.14	Ἀπόλλωνος	17	24	long-Ἀπ-long-όλλ-long-ων-long-ος	hemi2	bucdiaer
tlg001:1.15	χρυσέῳ	1	3	long-χρυσ-short-έῳ	hemi1	synizesis
tlg001:1.15	ἀνὰ	4	6	short-ἀν-long-ὰ	hemi1
tlg001:1.15	σκήπτρῳ,	7	10	σκ-long-ήπτρ-long-ῳ	hemi1
tlg001:1.15	καὶ	11	12	long-καὶ	hemi2	caesmasc3
tlg001:1.15	λίσσετο	13	16	long-λίσσ-short-ετ-short-ο	hemi2
tlg001:1.15	πάντας	17	19	long-πάντ-short-ας	hemi2	bucdiaer
tlg001:1.15	Ἀχαιούς,	20	24	short-Ἀχ-long-αι-long-ούς	hemi2
tlg001:1.16	Ἀτρεΐδα	1	6	long-Ἀτρ-short-ε-short-ΐδ-long-α	hemi1	naturallongalpha:α-δ
tlg001:1.16	δὲ	7	7	short-δὲ	hemi1
tlg001:1.16	μάλιστα	8	11	short-μάλ-long-ιστ-short-α	hemi1
tlg001:1.16	δύω,	12	14	short-δύ-long-ω	hemi2	caesfem3
tlg001:1.16	κοσμήτορε	15	20	long-κοσμ-long-ήτ-short-ορ-short-ε	hemi2
tlg001:1.16	λαῶν·	21	24	long-λα-long-ῶν	hemi2	diaer6
tlg001:1.17	Ἀτρεΐδαι	1	6	long-Ἀτρ-short-ε-short-ΐδ-long-αι	hemi1
tlg001:1.17	τε	7	7	short-τε	hemi1
tlg001:1.17	καὶ	8	8	short-καὶ	hemi1	long2short:αὶ-$:καὶ
tlg001:1.17	ἄλλοι	9	11	long-ἄλλ-short-οι	hemi1	long2short:οι-$:ἄλλοι
tlg001:1.17	ἐϋκνήμιδες	12	19	short-ἐ-long-ϋκν-long-ήμ-long-ιδ-short-ες	hemi2	caesfem3
tlg001:1.17	Ἀχαιοί,	20	24	short-Ἀχ-long-αι-long-οί	hemi2
tlg001:1.18	ὑμῖν	1	4	long-ὑμ-long-ῖν	hemi1
tlg001:1.18	μὲν	5	6	long-μὲν	hemi1
tlg001:1.18	θεοὶ	7	8	long-θεοὶ	hemi1	synizesis
tlg001:1.18	δοῖεν	9	11	long-δοῖ-short-εν	hemi1	diaer3
tlg001:1.18	Ὀλύμπια	12	16	short-Ὀλ-long-ύμπ-short-ι-short-α	hemi2	caesfem3
tlg001:1.18	δώματ’	17	19	long-δώμ-short-ατ’	hemi2	bucdiaer
tlg001:1.18	ἔχοντες	20	24	short-ἔχ-long-οντ-long-ες	hemi2
tlg001:1.19	ἐκπέρσαι	1	6	long-ἐκπ-long-έρσ-long-αι	hemi1
tlg001:1.19	Πριάμοιο	7	11	Πρ-short-ι-short-άμ-long-οι-short-ο	hemi1
tlg001:1.19	πόλιν,	12	14	short-πόλ-long-ιν	hemi2	caesfem3
tlg001:1.19	εὖ	15	16	long-εὖ	hemi2
tlg001:1.19	δ’	17	17	δ’	hemi2
tlg001:1.19	οἴκαδ’	17	19	long-οἴκ-short-αδ’	hemi2	bucdiaer
tlg001:1.19	ἱκέσθαι·	20	24	short-ἱκ-long-έσθ-long-αι	hemi2
tlg001:1.20	παῖδα	1	3	long-παῖδ-short-α	hemi1
tlg001:1.20	δ’	4	4	δ’	hemi1
tlg001:1.20	ἐμοὶ	4	6	short-ἐμ-long-οὶ	hemi1
tlg001:1.20	λύσαιτε	7	11	long-λύσ-long-αιτ-short-ε	hemi1
tlg001:1.20	φίλην,	12	14	short-φίλ-long-ην	hemi2	caesfem3
tlg001:1.20	τὰ	15	15	short-τὰ	hemi2
tlg001:1.20	δ’	16	16	δ’	hemi2
tlg001:1.20	ἄποινα	16	19	short-ἄπ-long-οιν-short-α	hemi2	caesfem4
tlg001:1.20	δέχεσθαι,	20	24	short-δέχ-long-εσθ-long-αι	hemi2
tlg001:1.21	ἁζόμενοι	1	6	long-ἁζ-short-όμ-short-εν-long-οι	hemi1
tlg001:1.21	Διὸς	7	8	Δ-short-ι-short-ὸς	hemi1
tlg001:1.21	υἱὸν	9	11	long-υἱ-short-ὸν	hemi1	diaer3
tlg001:1.21	ἑκηβόλον	12	16	short-ἑκ-long-ηβ-short-όλ-short-ον	hemi2	caesfem3
tlg001:1.21	Ἀπόλλωνα.	17	24	long-Ἀπ-long-όλλ-long-ων-long-α	hemi2	bucdiaer
tlg001:1.22	ἔνθ’	1	2	long-ἔνθ’	hemi1
tlg001:1.22	ἄλλοι	3	6	long-ἄλλ-long-οι	hemi1
tlg001:1.22	μὲν	7	8	long-μὲν	hemi1
tlg001:1.22	πάντες	9	11	long-πάντ-short-ες	hemi1	diaer3
tlg001:1.22	ἐπευφήμησαν	12	19	short-ἐπ-long-ευφ-long-ήμ-long-ησ-short-αν	hemi2	caesfem3
tlg001:1.22	Ἀχαιοὶ	20	24	short-Ἀχ-long-αι-long-οὶ	hemi2
tlg001:1.23	αἰδεῖσθαί	1	6	long-αἰδ-long-εῖσθ-long-αί	hemi1
tlg001:1.23	θ’	7	7	θ’	hemi1
tlg001:1.23	ἱερῆα	7	11	short-ἱ-short-ερ-long-ῆ-short-α	hemi1
tlg001:1.23	καὶ	12	12	short-καὶ	hemi2	caesfem3	long2short:αὶ-$:καὶ
tlg001:1.23	ἀγλαὰ	13	16	long-ἀγλ-short-α-short-ὰ	hemi2
tlg001:1.23	δέχθαι	17	19	long-δέχθ-short-αι	hemi2	bucdiaer	long2short:αι-$:δέχθαι
tlg001:1.23	ἄποινα·	20	24	short-ἄπ-long-οιν-long-α	hemi2
tlg001:1.24	ἀλλ’	1	2	long-ἀλλ’	hemi1
tlg001:1.24	οὐκ	3	4	long-οὐκ	hemi1
tlg001:1.24	Ἀτρεΐδῃ	5	10	long-Ἀτρ-short-ε-short-ΐδ-long-ῃ	hemi1	diaer2	hiatus:ῃ-Ἀ:Ἀτρεΐδῃ+Ἀγαμέμνονι
tlg001:1.24	Ἀγαμέμνονι	11	16	short-Ἀγ-short-αμ-long-έμν-short-ον-short-ι	hemi2	caesmasc3	noelision:Ἀγαμέμνονι+ἥνδανε
tlg001:1.24	ἥνδανε	17	20	long-ἥνδ-short-αν-short-ε	hemi2	bucdiaer
tlg001:1.24	θυμῷ,	21	24	long-θυμ-long-ῷ	hemi2	diaer6
tlg001:1.25	ἀλλὰ	1	3	long-ἀλλ-short-ὰ	hemi1
tlg001:1.25	κακῶς	4	6	short-κακ-long-ῶς	hemi1
tlg001:1.25	ἀφίει,	7	10	short-ἀφ-short-ί-long-ει	hemi1
tlg001:1.25	κρατερὸν	11	14	short-κρατ-short-ερ-long-ὸν	hemi2	caesmasc3
tlg001:1.25	δ’	15	15	δ’	hemi2
tlg001:1.25	ἐπὶ	15	16	short-ἐπ-short-ὶ	hemi2
tlg001:1.25	μῦθον	17	19	long-μῦθ-short-ον	hemi2	bucdiaer
tlg001:1.25	ἔτελλε·	20	24	short-ἔτ-long-ελλ-long-ε	hemi2
tlg001:1.26	μή	1	2	long-μή	hemi1
tlg001:1.26	σε	3	3	short-σε	hemi1
tlg001:1.26	γέρον	4	6	short-γέρ-long-ον	hemi1
tlg001:1.26	κοίλῃσιν	7	11	long-κοίλ-long-ῃσ-short-ιν	hemi1
tlg001:1.26	ἐγὼ	12	14	short-ἐγ-long-ὼ	hemi2	caesfem3
tlg001:1.26	παρὰ	15	16	short-παρ-short-ὰ	hemi2
tlg001:1.26	νηυσὶ	17	19	long-νηυσ-short-ὶ	hemi2	bucdiaer
tlg001:1.26	κιχείω	20	24	short-κιχ-long-εί-long-ω	hemi2
tlg001:1.27	ἢ	1	2	long-ἢ	hemi1
tlg001:1.27	νῦν	3	4	long-νῦν	hemi1
tlg001:1.27	δηθύνοντ’	5	10	long-δηθ-long-ύν-long-οντ’	hemi1	diaer2
tlg001:1.27	ἢ	11	12	long-ἢ	hemi2	caesmasc3
tlg001:1.27	ὕστερον	13	16	long-ὕστ-short-ερ-short-ον	hemi2	diaer4
tlg001:1.27	αὖτις	17	19	long-αὖτ-short-ις	hemi2	bucdiaer
tlg001:1.27	ἰόντα,	20	24	short-ἰ-long-όντ-long-α	hemi2
tlg001:1.28	μή	1	2	long-μή	hemi1
tlg001:1.28	νύ	3	3	short-νύ	hemi1
tlg001:1.28	τοι	4	4	short-τοι	hemi1	long2short:οι-$:τοι
tlg001:1.28	οὐ	5	6	long-οὐ	hemi1	diaer2
tlg001:1.28	χραίσμῃ	7	10	long-χραίσμ-long-ῃ	hemi1
tlg001:1.28	σκῆπτρον	11	14	σκ-long-ῆπτρ-long-ον	hemi2	caesmasc3
tlg001:1.28	καὶ	15	16	long-καὶ	hemi2
tlg001:1.28	στέμμα	17	19	στ-long-έμμ-short-α	hemi2
tlg001:1.28	θεοῖο·	20	24	short-θε-long-οῖ-long-ο	hemi2
tlg001:1.29	τὴν	1	2	long-τὴν	hemi1
tlg001:1.29	δ’	3	3	δ’	hemi1
tlg001:1.29	ἐγὼ	3	4	short-ἐγ-short-ὼ	hemi1	long2short:ὼ-$:ἐγὼ
tlg001:1.29	οὐ	5	6	long-οὐ	hemi1	diaer2
tlg001:1.29	λύσω·	7	10	long-λύσ-long-ω	hemi1
tlg001:1.29	πρίν	11	12	long-πρίν	hemi2	caesmasc3
tlg001:1.29	μιν	13	14	long-μιν	hemi2
tlg001:1.29	καὶ	15	16	long-καὶ	hemi2
tlg001:1.29	γῆρας	17	19	long-γῆρ-short-ας	hemi2
tlg001:1.29	ἔπεισιν	20	24	short-ἔπ-long-εισ-long-ιν	hemi2
tlg001:1.30	ἡμετέρῳ	1	6	long-ἡμ-short-ετ-short-έρ-long-ῳ	hemi1	hiatus:ῳ-ἐ:ἡμετέρῳ+ἐνὶ
tlg001:1.30	ἐνὶ	7	8	short-ἐν-short-ὶ	hemi1	noelision:ἐνὶ+οἴκῳ
tlg001:1.30	οἴκῳ	9	11	long-οἴκ-short-ῳ	hemi1	diaer3	long2short:ῳ-$:οἴκῳ
tlg001:1.30	ἐν	12	12	short-ἐν	hemi2	caesfem3
tlg001:1.30	Ἄργεϊ	13	16	long-Ἄργ-short-ε-short-ϊ	hemi2	diaer4
tlg001:1.30	τηλόθι	17	20	long-τηλ-short-όθ-short-ι	hemi2	bucdiaer
tlg001:1.30	πάτρης	21	24	long-πάτρ-long-ης	hemi2	diaer6
tlg001:1.31	ἱστὸν	1	3	long-ἱστ-short-ὸν	hemi1
tlg001:1.31	ἐποιχομένην	4	10	short-ἐπ-long-οιχ-short-ομ-short-έν-long-ην	hemi1
tlg001:1.31	καὶ	11	11	short-καὶ	hemi2	caesmasc3	long2short:αὶ-$:καὶ
tlg001:1.31	ἐμὸν	12	14	short-ἐμ-long-ὸν	hemi2
tlg001:1.31	λέχος	15	16	short-λέχ-short-ος	hemi2
tlg001:1.31	ἀντιόωσαν·	17	24	long-ἀντ-short-ι-short-ό-long-ωσ-long-αν	hemi2	bucdiaer
tlg001:1.32	ἀλλ’	1	2	long-ἀλλ’	hemi1
tlg001:1.32	ἴθι	3	4	short-ἴθ-short-ι	hemi1
tlg001:1.32	μή	5	6	long-μή	hemi1	diaer2
tlg001:1.32	μ’	7	7	μ’	hemi1
tlg001:1.32	ἐρέθιζε	7	11	short-ἐρ-short-έθ-long-ιζ-short-ε	hemi1
tlg001:1.32	σαώτερος	12	16	short-σα-long-ώτ-short-ερ-short-ος	hemi2	caesfem3
tlg001:1.32	ὥς	17	18	long-ὥς	hemi2	bucdiaer
tlg001:1.32	κε	19	19	short-κε	hemi2
tlg001:1.32	νέηαι.	20	24	short-νέ-long-η-long-αι	hemi2
tlg001:1.33	ὣς	1	2	long-ὣς	hemi1
tlg001:1.33	ἔφατ’,	3	4	short-ἔφ-short-ατ’	hemi1
tlg001:1.33	ἔδεισεν	5	10	long-ἔδ-long-εισ-long-εν	hemi1	diaer2	short2long1:ἔ-δ:ἔδεισεν
tlg001:1.33	δ’	11	11	δ’	hemi1
tlg001:1.33	ὃ	11	11	short-ὃ	hemi2	caesmasc3
tlg001:1.33	γέρων	12	14	short-γέρ-long-ων	hemi2
tlg001:1.33	καὶ	15	15	short-καὶ	hemi2	long2short:αὶ-$:καὶ
tlg001:1.33	ἐπείθετο	16	20	short-ἐπ-long-είθ-short-ετ-short-ο	hemi2
tlg001:1.33	μύθῳ·	21	24	long-μύθ-long-ῳ	hemi2	diaer6
tlg001:1.34	βῆ	1	2	long-βῆ	hemi1
tlg001:1.34	δ’	3	3	δ’	hemi1
tlg001:1.34	ἀκέων	3	6	short-ἀκ-short-έ-long-ων	hemi1
tlg001:1.34	παρὰ	7	8	short-παρ-short-ὰ	hemi1
tlg001:1.34	θῖνα	9	11	long-θῖν-short-α	hemi1	diaer3
tlg001:1.34	πολυφλοίσβοιο	12	19	short-πολ-long-υφ-long-λοίσβ-long-οι-short-ο	hemi2	caesfem3
tlg001:1.34	θαλάσσης·	20	24	short-θαλ-long-άσσ-long-ης	hemi2
tlg001:1.35	πολλὰ	1	3	long-πολλ-short-ὰ	hemi1
tlg001:1.35	δ’	4	4	δ’	hemi1
tlg001:1.35	ἔπειτ’	4	6	short-ἔπ-long-ειτ’	hemi1
tlg001:1.35	ἀπάνευθε	7	11	short-ἀπ-short-άν-long-ευθ-short-ε	hemi1
tlg001:1.35	κιὼν	12	14	short-κι-long-ὼν	hemi2	caesfem3
tlg001:1.35	ἠρᾶθ’	15	18	long-ἠρ-long-ᾶθ’	hemi2
tlg001:1.35	ὃ	19	19	short-ὃ	hemi2
tlg001:1.35	γεραιὸς	20	24	short-γερ-long-αι-long-ὸς	hemi2
tlg001:1.36	Ἀπόλλωνι	1	7	long-Ἀπ-long-όλλ-long-ων-short-ι	hemi1	noelision:Ἀπόλλωνι+ἄνακτι
tlg001:1.36	ἄνακτι,	8	11	short-ἄν-long-ακτ-short-ι	hemi1
tlg001:1.36	τὸν	12	12	short-τὸν	hemi2	caesfem3
tlg001:1.36	ἠΰκομος	13	18	long-ἠ-short-ΰκ-short-ομ-long-ος	hemi2	diaer4
tlg001:1.36	τέκε	19	20	short-τέκ-short-ε	hemi2
tlg001:1.36	Λητώ·	21	24	Λ-long-ητ-long-ώ	hemi2	diaer6
tlg001:1.37	κλῦθί	1	3	κλ-long-ῦθ-short-ί	hemi1
tlg001:1.37	μευ	4	4	short-μευ	hemi1
tlg001:1.37	ἀργυρότοξ’,	5	10	long-ἀργ-short-υρ-short-ότ-long-οξ’	hemi1	diaer2
tlg001:1.37	ὃς	11	12	long-ὃς	hemi2	caesmasc3
tlg001:1.37	Χρύσην	13	16	Χρ-long-ύσ-long-ην	hemi2	diaer4
tlg001:1.37	ἀμφιβέβηκας	17	24	long-ἀμφ-short-ιβ-short-έβ-long-ηκ-long-ας	hemi2	bucdiaer
tlg001:1.38	Κίλλάν	1	4	Κ-long-ίλλ-long-άν	hemi1
tlg001:1.38	τε	5	6	long-τε	hemi1
tlg001:1.38	ζαθέην	7	10	short-ζαθ-short-έ-long-ην	hemi1
tlg001:1.38	Τενέδοιό	11	15	Τ-short-εν-short-έδ-long-οι-short-ό	hemi2	caesmasc3
tlg001:1.38	τε	16	16	short-τε	hemi2	noelision:τε+ἶφι
tlg001:1.38	ἶφι	17	19	long-ἶφ-short-ι	hemi2	bucdiaer	noelision:ἶφι+ἀνάσσεις
tlg001:1.38	ἀνάσσεις,	20	24	short-ἀν-long-άσσ-long-εις	hemi2
tlg001:1.39	Σμινθεῦ	1	4	Σμ-long-ινθ-long-εῦ	hemi1
tlg001:1.39	εἴ	5	6	long-εἴ	hemi1	diaer2
tlg001:1.39	ποτέ	7	8	short-ποτ-short-έ	hemi1
tlg001:1.39	τοι	9	10	long-τοι	hemi1
tlg001:1.39	χαρίεντ’	11	14	short-χαρ-short-ί-long-εντ’	hemi2	caesmasc3
tlg001:1.39	ἐπὶ	15	16	short-ἐπ-short-ὶ	hemi2
tlg001:1.39	νηὸν	17	19	long-νη-short-ὸν	hemi2	bucdiaer
tlg001:1.39	ἔρεψα,	20	24	short-ἔρ-long-εψ-long-α	hemi2
tlg001:1.40	ἢ	1	2	long-ἢ	hemi1
tlg001:1.40	εἰ	3	4	long-εἰ	hemi1
tlg001:1.40	δή	5	6	long-δή	hemi1	diaer2
tlg001:1.40	ποτέ	7	8	short-ποτ-short-έ	hemi1
tlg001:1.40	τοι	9	10	long-τοι	hemi1
tlg001:1.40	κατὰ	11	12	short-κατ-short-ὰ	hemi2	caesmasc3
tlg001:1.40	πίονα	13	16	long-πί-short-ον-short-α	hemi2	diaer4
tlg001:1.40	μηρί’	17	19	long-μηρ-short-ί’	hemi2	bucdiaer
tlg001:1.40	ἔκηα	20	24	short-ἔκ-long-η-long-α	hemi2
tlg001:1.41	ταύρων	1	4	long-ταύρ-long-ων	hemi1
tlg001:1.41	ἠδ’	5	6	long-ἠδ’	hemi1	diaer2
tlg001:1.41	αἰγῶν,	7	10	long-αἰγ-long-ῶν	hemi1
tlg001:1.41	τὸ	11	11	short-τὸ	hemi2	caesmasc3
tlg001:1.41	δέ	12	12	short-δέ	hemi2
tlg001:1.41	μοι	13	14	long-μοι	hemi2
tlg001:1.41	κρήηνον	15	19	long-κρή-long-ην-short-ον	hemi2
tlg001:1.41	ἐέλδωρ·	20	24	short-ἐ-long-έλδ-long-ωρ	hemi2
tlg001:1.42	τίσειαν	1	6	long-τίσ-long-ει-long-αν	hemi1
tlg001:1.42	Δαναοὶ	7	10	Δ-short-αν-short-α-long-οὶ	hemi1	hiatus:οὶ-ἐ:Δαναοὶ+ἐμὰ
tlg001:1.42	ἐμὰ	11	12	short-ἐμ-short-ὰ	hemi2	caesmasc3
tlg001:1.42	δάκρυα	13	16	long-δάκρ-short-υ-short-α	hemi2	diaer4
tlg001:1.42	σοῖσι	17	19	long-σοῖσ-short-ι	hemi2	bucdiaer
tlg001:1.42	βέλεσσιν.	20	24	short-βέλ-long-εσσ-long-ιν	hemi2
tlg001:1.43	ὣς	1	2	long-ὣς	hemi1
tlg001:1.43	ἔφατ’	3	4	short-ἔφ-short-ατ’	hemi1
tlg001:1.43	εὐχόμενος,	5	10	long-εὐχ-short-όμ-short-εν-long-ος	hemi1	diaer2
tlg001:1.43	τοῦ	11	12	long-τοῦ	hemi2	caesmasc3
tlg001:1.43	δ’	13	13	δ’	hemi2
tlg001:1.43	ἔκλυε	13	16	long-ἔκλ-short-υ-short-ε	hemi2	diaer4
tlg001:1.43	Φοῖβος	17	19	long-Φοῖβ-short-ος	hemi2	bucdiaer
tlg001:1.43	Ἀπόλλων,	20	24	short-Ἀπ-long-όλλ-long-ων	hemi2
tlg001:1.44	βῆ	1	2	long-βῆ	hemi1
tlg001:1.44	δὲ	3	3	short-δὲ	hemi1
tlg001:1.44	κατ’	4	4	short-κατ’	hemi1
tlg001:1.44	Οὐλύμποιο	5	11	long-Οὐλ-long-ύμπ-long-οι-short-ο	hemi1	diaer2
tlg001:1.44	καρήνων	12	16	short-καρ-long-ήν-long-ων	hemi2	caesfem3
tlg001:1.44	χωόμενος	17	22	long-χω-short-όμ-short-εν-long-ος	hemi2	bucdiaer
tlg001:1.44	κῆρ,	23	24	long-κῆρ	hemi2
tlg001:1.45	τόξ’	1	2	long-τόξ’	hemi1
tlg001:1.45	ὤμοισιν	3	7	long-ὤμ-long-οισ-short-ιν	hemi1
tlg001:1.45	ἔχων	8	10	short-ἔχ-long-ων	hemi1
tlg001:1.45	ἀμφηρεφέα	11	18	long-ἀμφ-long-ηρ-short-εφ-short-έ-long-α	hemi2	caesmasc3	naturallongalpha:α-τ
tlg001:1.45	τε	19	19	short-τε	hemi2
tlg001:1.45	φαρέτρην·	20	24	short-φαρ-long-έτρ-long-ην	hemi2
tlg001:1.46	ἔκλαγξαν	1	6	long-ἔκλ-long-αγξ-long-αν	hemi1
tlg001:1.46	δ’	7	7	δ’	hemi1
tlg001:1.46	ἄρ’	7	7	short-ἄρ’	hemi1
